Date,Civil (kWh),temp_C,solarRad_W/m2,Power-1,Rolling3,DayOfWeek,Hour,CyclicHour,WorkDay,LunchTime,Holidays,Classes,Convolution
2019-01-01 02:00:00,94.725,10.2608333333333,2.67475,94.166,94.15566666666666,1,2,0.8660254037844387,1.0,1.0,0.1,0.1,0.026747500000000004
2019-01-01 03:00:00,97.048,9.66666666666666,2.44425,94.725,95.31299999999999,1,3,0.7071067811865476,1.0,1.0,0.1,0.1,0.024442500000000002
2019-01-01 04:00:00,95.032,8.64083333333333,3.05633333333333,97.048,95.60166666666667,1,4,0.5000000000000003,1.0,1.0,0.1,0.1,0.0305633333333333
2019-01-01 05:00:00,96.062,9.09333333333333,2.42641666666666,95.032,96.04733333333333,1,5,0.2588190451025206,1.0,1.0,0.1,0.1,0.0242641666666666
2019-01-01 06:00:00,94.803,8.3925,2.46775,96.062,95.29899999999999,1,6,1.2246467991473532e-16,1.0,1.0,0.1,0.1,0.024677500000000005
2019-01-01 07:00:00,108.339,7.6975,3.40283333333333,94.803,99.73466666666667,1,7,0.25881904510252035,1.0,1.0,0.1,0.1,0.034028333333333306
2019-01-01 08:00:00,165.053,7.69666666666666,66.3175,108.339,122.73166666666667,1,8,0.4999999999999997,1.0,1.0,0.1,0.1,0.6631750000000001
2019-01-01 09:00:00,167.099,8.685,216.066666666666,165.053,146.83033333333333,1,9,0.7071067811865475,1.0,1.0,0.1,0.1,2.16066666666666
2019-01-01 10:00:00,168.176,9.96166666666666,349.316666666666,167.099,166.77599999999998,1,10,0.8660254037844388,1.0,1.0,0.1,0.1,3.49316666666666
2019-01-01 11:00:00,167.014,11.2908333333333,441.983333333333,168.176,167.42966666666666,1,11,0.9659258262890683,1.0,1.0,0.1,0.1,4.41983333333333
2019-01-01 12:00:00,166.904,12.4808333333333,481.325,167.014,167.36466666666666,1,12,1.0,1.0,1.0,0.1,0.1,4.81325
2019-01-01 13:00:00,165.091,14.0808333333333,463.566666666666,166.904,166.33633333333333,1,13,0.9659258262890684,1.0,0.85,0.1,0.1,3.9403166666666607
2019-01-01 14:00:00,166.673,15.055,388.433333333333,165.091,166.22266666666667,1,14,0.866025403784439,1.0,1.0,0.1,0.1,3.8843333333333305
2019-01-01 15:00:00,166.719,15.8141666666666,265.333333333333,166.673,166.161,1,15,0.7071067811865483,1.0,0.85,0.1,0.1,2.2553333333333305
2019-01-01 16:00:00,170.029,15.7225,116.13,166.719,167.807,1,16,0.5000000000000004,1.0,1.0,0.1,0.1,1.1613
2019-01-01 17:00:00,173.931,14.49,7.20483333333333,170.029,170.22633333333332,1,17,0.2588190451025207,1.0,1.0,0.1,0.1,0.07204833333333331
2019-01-01 18:00:00,177.147,14.13,1.35891666666666,173.931,173.7023333333333,1,18,2.4492935982947064e-16,1.0,1.0,0.1,0.1,0.0135891666666666
2019-01-01 19:00:00,123.014,13.1608333333333,1.02466666666666,177.147,158.03066666666666,1,19,0.25881904510252024,1.0,1.0,0.1,0.1,0.0102466666666666
2019-01-01 20:00:00,105.908,12.5866666666666,2.35408333333333,123.014,135.3563333333333,1,20,0.5,1.0,1.0,0.1,0.1,0.023540833333333303
2019-01-01 21:00:00,105.253,13.0258333333333,1.394,105.908,111.39166666666667,1,21,0.7071067811865474,1.0,1.0,0.1,0.1,0.013940000000000001
2019-01-01 22:00:00,107.703,12.0349999999999,0.9255,105.253,106.288,1,22,0.8660254037844384,1.0,1.0,0.1,0.1,0.009255000000000001
